Number,Country,Detailed Locations ,Began,Ended,Duration in Days,Dead,Displaced,Damage (USD),Type,Main cause,Severity index,flooded area,Affected sq km,peak discharge Q,Peak Water level h,Magnitude (M)**,Centroid X,Centroid Y,Notes and Comments (may include quoted headlines from copyrighted news stories; for internal research purposes only),map of flood extent
334,UK,Central and nothern England - Yorkshire - River Ouse in York: Naeburn area and parts of York city centre. River Wharfe in Ilkley and Otley areas. River Aire between Keighley and Cononley in Bradford .River Severn and its tributaries in Shropshire. Shrewsbury. Wales - Newtown and Welshpool in Powys. River Taff at Cardiff. River Cynon at Aberdare.,37299,37303,5,0,0,,,Heavy rain,1,,2096.93,,,4.02055393736639,-3.0139,52.6695,"""Residents in York were today fighting to keep out flood water after the River Ouse burst its banks"" ""..the River Severn, which winds from center of England to the southwest, was expected to overflow and flood the central towns of Bewdley and Worcester. The river burst its banks upstream in Shrewsbury and continues to rise at a rate of 0.3 meters each hour""CAUSE:Rain",
335,UK,"UK - England, eastern Scotland, northern Wales - Kent, Sussex, the North East, Yorkshire and the Midlands, County Durham, Northumberland, Hampshire, West Sussex. Towns: Skipton, Stockbridge, Shipley, Cottingley, Shrewsbury, Worcester, Bewdley, Yalding, Bath, Shropshire, Leeds, York, Selby, Ripon, Malton, Norton, Skinningrove, Lanchester, Ironbridge, Bridgnorth, Upton on Severn, Burton upon Trent, Doncaster, Uckfield, Ponteland, Exton, West Meon, Barlby, Selby, Surrey, Chichester. Rivers: Ouse, Derwent, Severn, Trent, Dee, Thames, Beult, Teise, Rother, Uck Aire, Foss, Stour, Ure, Gaunless, Don, , Pont, Meon, Medway, Wey, Lavant and Ems. -- Southern Ireland - Bantry in Co Cork, Clonmel in Co Tipperary, Enniscorthy in Co Wexford and Arklow in Co Wicklow. Rathfarnham, Kimmage. Rivers: Poddle, Dodder, Blackwater, Suir",36828,36829,2,13,6000,3000000000,,Heavy rain,2,,96949.62,,,5.58860610250208,-0.67815,52.675,"""Britain was crippled by the worst storms for a decade ... Much of Britain's railway network was brought to a standstill by debris and floods ... Warnings of severe flooding were in effect on 22 rivers from Britain's lowlands to its mountains""  ... ""Fourteen severe flood warnings were in place on nine rivers, with rivers in Yorkshire, northern England, and the River Severn, in the west, the chief areas of concern."" -- ""The River Derwent at Stamford Bridge, East Yorkshire, peaked at 32.5 feet - the highest ever recorded"" -- ""A large part of England and Wales are affected by flooding. The worst floods have been on the Ouse and Derwent Rivers in northeastern England, the Dee in North Wales, the Severn and Trent in the Midlands, and a large number of rivers in southern England, including the Thames, Beult, Teise, Rother and Uck."" -- ""A spokesman from the Met Office confirmed that England and Wales had experienced the wettest autumn since its records began in 1766."" FATALITIES: UK: 12 -- Ireland: 1CAUSE:Heavy rain from storm HECTARES FLOODED:",
336,UK,"Kent, Sussex; Southwestern counties of Cornwall and Devon",36519,36521,3,2,200,,,Heavy rain,1,,23629.19,,,4.85057008915103,-2.19884,52.2254,,
337,UK,"North and East Yorkshire. Towns: Malton,Old Malton, Norton, Pickering, Stamford Bridge, Elvington",36226,36232,7,0,800,32583903.5516455,,Heavy rain,2,,8304.1,,,5.06542060609431,-0.566246,54.0603,"No suitable AVHRR data located.  50mm of rain, combined with melting snow from the North Yorks Moors.",
338,UK,36166,36149,36150,2,0,0,,,0,1,,8195.08,,,4.21458319315427,-2.92996,56.0881,,
339,UK,Wales and Southwest England,36090,36092,3,11,400,,,Heavy rain,1,,52224.22,,,5.19499321697229,-3.35863,51.6904,,
340,UK,Moray Firth,35959,35960,2,0,120, ,,Brief torrential rain,1,,3551.22,,,3.8514075735771,-3.96748,57.6109,Flashflood,
341,UK,"Central and Eastern Towns - Northampton, Evesham, Milton, Keynes, Warwickshire, Worcestershire, Oxfordshire, Stratford, Bedfordshire, Kidlington",35895,35898,4,5,300,1270000000,riverine flood,Brief torrential rain,2,,16143.46,,,5.11108660894334,-0.487124,52.4385,Worst in Northampton history  - worse than great flood of 1947.,
342,UK,Welshpool,35861,35862,2,0,2, ,,Heavy rain,1,,2149.31,,,3.63332905498038,-3.59305,52.8983,Frontal storm,
343,UK,"Central Scotland - Perthshire area, Perth, Kinross, North Muirton estate, Stirling, Tayside. River Tay",33984,33987,4,0,500,,,Snowmelt,1,,2044.83,,,3.91271719945087,-3.70463,56.3141,"""""The flooding has been caused by the combination of heavy rainfall and a rapid thaw of earlier snow. ""Large areas of land have been inundated and many properties have been flooded, requiring temporary evacuation of occupants."""" CAUSE:Melting snow combined with torrential rain ",
344,UK,"North, North-Central, and Eastern Provinces - Valaichchenai, Batticaloa, Horowpathana",33955,33957,3,0,0,,,Monsoonal rain,1,,29673.6,,,4.94949149282254,80.8649,8.40517,"Affected 18,700 families.",
345,UK,"Gloucestershire, Wiltshire, Bristol, Tredegar, Gwent, Pontypridd, Mid Glamorgan",33938,33941,4,0,400,,,Heavy rain,1,,25631.18,,,5.01082859188178,-2.97961,51.5066,"One of the wettest autumns on record.  In Gloucestershire, the river Severn burst its banks causing road chaos awidespread flooding.  A 25-mile stretch of the river between Gloucester and the Severn Bridge overflowed with the Lydney area worst affected. 
",
346,UK,"Midlands, Bedfordshire, Leicestershire, East Anglia",33868,33873,6,0,0,,,Heavy rain,2,,111333.72,,,6.12580796646505,-1.62812,52.571,Some villages flooded with up to 3 feet of water.,
347,UK,"Northeastern England - Northumberland, Durham, Cumbria
Eastern Scotland - Fife",33695,33697,3,0,100,,,Heavy rain,1,,14728.76,,,4.64528744027065,-2.4015,55.3734,"2 inches of rain in 24 hrs in Scotland. Worst flooding in the region for 20 years.  Scores of homes evacuated.
",
348,UK,"Southern England, Northern Ireland",33174,33176,3,7,100,,,Heavy rain,1,,147968.82,,,5.64729146519193,-1.96504,51.9507,,
349,UK,"North Wales, Towyn, Liverpool, Kent, Devon, Sussex",32930,32932,3,17,2000,2000000000,,Heavy rain,2,,118150.21,,,5.85058574826706,-1.24529,52.257,North Wales - storms and floods the worst residents had ever seen.,
350,UK,"Herfordshire, Worcestershire, North Wales, Hereford, Leonminster, Gloucester, Wales and West Country",32899,32914,16,47,0,2000000000,,Heavy rain,2,,46967.96,,,6.17695167582521,-3.22846,52.8007,Severn River rose 12 ft and waters breached banks of all 4 rivers.,
351,UK,"Central and southern Scotland, Wales, Ireland, southern England",41635,41677,43,0,200,,riverine flood,Heavy Rain,1.5,,126149.79,,,6.91044624652479,-1.51144,53.2732,"December 27, 2013: ""Seven people have been airlifted from a flooded farm in Dumfries and Galloway after torrential rain led to disruption in several parts of Scotland.Four children were among those rescued by a Royal Navy helicopter after being trapped for about six hours at Nithside Farm near Closeburn.Homes had earlier been evacuated at Kirkconnel, in Dumfries and Galloway, and New Cumnock in East Ayrshire.Flooding also caused disruption on the rail network and several road closures.Police in Dumfries and Galloway warned drivers not to travel unless it was ""absolutely necessary"".While all the main trunk routes were said to be passable with care in the area, many minor routes were closed or disrupted and some cars were abandoned.With more rain forecast on Tuesday morning, police said further flooding and disruption was possible.The Scottish Environment Protection Agency had more than 30 flood warnings in place on Monday evening.The seven people who were trapped upstairs at Nithside Farm - a father, four children under the age of eight and two holidaymakers - were rescued at about 19:00.Two dogs were also rescued, and all those involved were said to be safe and well.Elsewhere, heavy rain and winds of almost 80mph battered parts of Wales, affecting roads and train services.Flooding at Lesmahagow in South Lanarkshire.Cars became stuck in flood water under the M74 at Lesmahagow in South Lanarkshire
Met Office amber ""be prepared"" warnings for parts of Dumfries and Galloway and Ayrshire have now been lifted but yellow ""be aware"" warnings remain in place for these areas and much of central and southern Scotland.There is also a yellow warning for wind in Wales, north-west and north-east England, Yorkshire and Humber, the East Midlands, south-west England and London and the South East.There are yellow warnings for rain in Wales, Northern Ireland and south-west England.In Scotland, Dumfries and Galloway and parts of Ayrshire have been worst affected.In the village of Carsphairn, in Dumfries and Galloway, residents described the conditions as some of the worst they had experienced in 40 years.Police said major roads across the region were affected by flooding including the A74(M) at Greenhillstairs, the A76 at Kirkconnel and the A75 at various points.Residents had to leave their homes in the village of Kirkconnel
About 40 houses in the St Conal's Square area of Kirkconnel were evacuated and a rest and welfare centre has been set up at the village's Miners Hall.Police said the village of Moniaive was almost cut off at one point due to flooding on the A702, and a family had to be evacuated from a bungalow which was cut off by flood water.Firefighters used rescue boats to assist with the evacuations.Homes in Port Logan and Newton Stewart also had to be evacuated.The Whitesands in Dumfries has flooded after the River Nith burst its banks. Electricity supply to this area has also been affected.The Scottish Fire and Rescue Service (SFRS) said it had attended 55 incidents which involved flooding or water rescues in the Strathclyde and Dumfries and Galloway area between 08:00 GMT and 18:00 GMT on Monday.Kelloholm in Dumfries and Galloway. Emergency services were called out to deal with flooding in Kelloholm, Dumfries and Galloway
One woman had to be rescued from a stranded car in Moffat.A number of properties were evacuated in Dundee after a landslide.Police Scotland said heavy rain had caused a wall to collapse at the rear of Gardner Street at about 16:00.No-one was injured, but properties were evacuated as a precautionary measure and some roads were closed in the area.Police Scotland said eight people had been evacuated from their homes in Mansefield Road in New Cumnock, and a further six homes were evacuated in the Leggate area.Police, fire crews and staff from the council and Scottish Water and Scottish Gas remained at the scene.In Glasgow, the M77 southbound entry slip was closed because of flooding at Junction 2 Barrhead Road.Trains from London Euston station to Edinburgh and Glasgow were disrupted by flooding.Virgin Trains said there were no services running between Carlisle and Carstairs, because of flooding between Lockerbie and Carstairs.Flooding in KirkconnelHomes were evacuated in Kirkconnel as a result of the flooding
Flooding in Carsphairn
Residents in Carsphairn in Kirkcudbrightshire said conditions were poor
River Irvine in Kilmarnock
The River Irvine burst its banks in Kilmarnock in Ayrshire.
BBC News
NI floods warning: sandbag collection in east Belfast
BBC News  - ‎16 hours ago‎ 
About 3,000 sandbags have been handed out in east Belfast on Saturday in preparation for potential flooding. Heavy rain and strong winds have been predicted by the Met Office for Sunday and Monday, and a flood alert remains in place. The sandbag ...
BBC News
Flood water affects all major roads into Yeovil
BBC News  - ‎11 hours ago‎ 
They said the A359 and A37 were impassable and drivers ignoring road closure signs were getting stuck. Thousands of acres of the Somerset Levels are also completely submerged and the Environment Agency has brought in extra pumps from around the ...
Irish Independent
Clean-up begins for devastated flood-damaged communities across Ireland
Irish Independent  - ‎Jan 3, 2014‎ 
There had been fears the high tide at 12.30pm would cause serious flooding to the shops and homes on the Clontarf Rd where the promenade walkway had flooded yesterday for the first time since 2004. In preparation, a ring of sandbags had been installed ...BBC News
Scotland weather: Tidal surge flood problems mount
BBC News  - ‎22 hours ago‎ 
Huge waves have been crashing over the lighthouse at Ardrossan, where the coastguard described conditions as ""horrendous"".BBC News
UK weather: Gloucestershire pub 'still open' after floods
BBC News  - ‎16 hours ago‎ 
High tides and strong winds have brought flooding to Wales and western England as officials warn of a continuing threat in parts of the UK.",
